Metro_ID,Station_Name,Metro_Line,State_Name,City_Name,Locality_Name,Latitude,Longitude,Platform_Count,Interchange,Parking,Lift,Escalator,Disabled_Access,Daily_Footfall,Opening_Year,Operator,Nearby_Bus_Stop,Nearby_Railway_Station_km,Nearby_Airport_km,Nearby_Mall_km,Nearby_Hospital_km,Nearby_School_km,Nearby_IT_Park_km,Property_Price_Impact,Smart_City_Area,Zone
MET000743,Market 96,Red Line,Karnataka,Bengaluru,Sector 71,17.077962,73.801946,4,Yes,No,Yes,Yes,Yes,154755,2010,BMRCL,Yes,0.67,5.11,7.12,3.57,0.35,1.12,Low,No,East
MET000744,Park 37,Red Line,Telangana,Hyderabad,Sector 76,16.180736,87.904208,2,No,No,Yes,Yes,Yes,177827,2018,HMRL,Yes,3.44,32.37,3.19,0.33,3.91,15.84,Low,Yes,Central
MET000745,Central 94,Yellow Line,Maharashtra,Mumbai,Sector 56,20.945249,87.26886,6,No,No,Yes,Yes,Yes,80416,2013,MMRC,Yes,3.7,21.78,5.12,2.11,1.78,6.62,Medium,Yes,East
MET000746,Lake 21,Blue Line,Tamil Nadu,Chennai,Sector 48,16.643391,72.964046,3,No,Yes,Yes,Yes,Yes,218497,2011,CMRL,Yes,1.17,23.89,6.82,3.65,2.37,14.12,Low,No,West
MET000747,Market 97,Green Line,Delhi,New Delhi,Sector 63,24.410962,77.938019,5,Yes,Yes,Yes,Yes,Yes,187037,2011,DMRC,Yes,5.56,34.16,2.23,4.48,3.34,17.87,Low,Yes,West
MET000748,Lake 57,Yellow Line,Maharashtra,Mumbai,Sector 19,16.83604,77.872455,3,Yes,Yes,Yes,Yes,Yes,120655,2011,MMRC,Yes,1.51,5.37,6.25,4.47,3.38,6.85,Medium,No,Central
MET000749,Park 31,Orange Line,Tamil Nadu,Chennai,Sector 12,9.963873,77.302392,3,Yes,No,Yes,Yes,No,240847,2008,CMRL,Yes,6.28,38.8,7.15,4.0,2.89,6.81,Low,Yes,Central
MET000750,Central 31,Blue Line,Tamil Nadu,Chennai,Sector 50,22.113008,72.866089,4,Yes,No,Yes,Yes,No,78827,2008,CMRL,Yes,6.43,22.88,2.59,4.03,1.1,19.08,High,Yes,East
MET000751,Central 66,Pink Line,Maharashtra,Mumbai,Sector 39,21.222848,77.92539,4,No,Yes,Yes,Yes,Yes,71846,2012,MMRC,Yes,5.32,20.15,2.88,2.82,0.73,10.68,High,Yes,Central
MET000752,Market 70,Purple Line,Karnataka,Bengaluru,Sector 75,17.548883,72.541359,2,Yes,No,Yes,Yes,Yes,160764,2025,BMRCL,Yes,6.65,11.07,2.61,2.57,1.89,2.93,Medium,No,Central
MET000753,Market 45,Yellow Line,Telangana,Hyderabad,Sector 24,19.139881,73.869748,6,No,Yes,Yes,Yes,No,244664,2021,HMRL,Yes,2.31,36.25,1.28,4.31,0.13,3.31,Low,No,South
MET000754,Park 2,Blue Line,Tamil Nadu,Chennai,Sector 49,13.338105,79.330614,2,No,Yes,Yes,Yes,No,63990,2016,CMRL,Yes,0.79,22.3,7.47,0.64,2.62,19.25,High,No,East
MET000755,Lake 90,Yellow Line,Tamil Nadu,Chennai,Sector 65,18.625267,76.447631,3,No,No,Yes,Yes,No,203613,2011,CMRL,Yes,6.52,8.14,7.18,3.37,2.89,17.41,Low,No,South
MET000756,Central 41,Pink Line,Maharashtra,Mumbai,Sector 69,24.360584,77.743538,3,Yes,Yes,Yes,Yes,Yes,145311,2024,MMRC,Yes,7.28,29.68,4.25,0.59,4.88,12.49,High,Yes,West
MET000757,Central 99,Yellow Line,Telangana,Hyderabad,Sector 20,25.863976,80.57294,3,Yes,Yes,Yes,Yes,No,222594,2008,HMRL,Yes,6.79,37.08,1.11,3.44,4.34,13.31,High,No,East
MET000758,Park 85,Green Line,Telangana,Hyderabad,Sector 29,26.530083,86.175954,6,No,No,Yes,Yes,No,245558,2021,HMRL,Yes,6.24,9.03,7.68,1.55,3.35,16.52,Medium,No,South
MET000759,Central 21,Yellow Line,Telangana,Hyderabad,Sector 28,25.170014,86.850452,5,Yes,Yes,Yes,Yes,No,203508,2007,HMRL,Yes,1.95,7.88,1.39,2.55,3.4,1.39,Medium,No,South
MET000760,Sector 65,Orange Line,Karnataka,Bengaluru,Sector 69,24.937776,81.368088,6,Yes,No,Yes,Yes,Yes,177012,2010,BMRCL,Yes,7.57,26.92,3.58,4.05,1.3,5.21,High,No,West
MET000761,Lake 79,Green Line,Telangana,Hyderabad,Sector 3,21.76578,84.690531,5,No,Yes,Yes,Yes,No,31850,2017,HMRL,Yes,1.42,25.55,1.56,1.93,0.68,2.5,Low,No,South
MET000762,Lake 68,Pink Line,Delhi,New Delhi,Sector 25,15.481535,87.464336,6,Yes,No,Yes,Yes,Yes,130805,2012,DMRC,Yes,4.04,11.18,7.98,0.55,0.99,4.38,Medium,No,Central
MET000763,City 45,Green Line,Karnataka,Bengaluru,Sector 13,17.861917,79.817095,6,Yes,Yes,Yes,Yes,Yes,123025,2021,BMRCL,Yes,7.75,9.72,4.78,4.29,3.65,5.69,High,Yes,South
MET000764,Central 46,Yellow Line,Delhi,New Delhi,Sector 16,24.025238,85.345597,4,No,No,Yes,Yes,Yes,39611,2023,DMRC,Yes,0.52,20.34,6.39,0.91,3.43,0.53,Medium,Yes,East
MET000765,City 22,Green Line,Maharashtra,Mumbai,Sector 26,27.381413,75.550729,2,No,Yes,Yes,Yes,Yes,97536,2002,MMRC,Yes,0.58,16.58,4.77,0.78,2.1,15.33,High,Yes,East
MET000766,City 33,Orange Line,Maharashtra,Mumbai,Sector 61,18.243961,74.651969,4,Yes,No,Yes,Yes,Yes,78133,2012,MMRC,Yes,3.74,5.06,3.5,2.26,1.24,10.85,High,No,North
MET000767,Sector 80,Blue Line,Maharashtra,Mumbai,Sector 34,15.30719,82.887419,2,No,No,Yes,Yes,No,102661,2018,MMRC,Yes,0.69,9.8,2.46,2.09,2.91,1.4,High,No,West
MET000768,Lake 95,Red Line,Tamil Nadu,Chennai,Sector 61,20.062102,78.802373,6,Yes,Yes,Yes,Yes,No,178858,2020,CMRL,Yes,8.73,28.88,3.86,3.26,4.54,18.19,Medium,Yes,South
MET000769,Lake 13,Purple Line,Telangana,Hyderabad,Sector 63,23.26352,75.878308,5,No,Yes,Yes,Yes,Yes,117045,2012,HMRL,Yes,2.42,26.52,4.18,1.14,4.13,3.42,Low,Yes,East
MET000770,Lake 5,Purple Line,Maharashtra,Mumbai,Sector 78,15.296075,80.625706,4,No,No,Yes,Yes,Yes,14450,2021,MMRC,Yes,7.33,8.04,5.16,4.53,2.29,18.38,Medium,No,West
MET000771,Market 3,Red Line,Maharashtra,Mumbai,Sector 38,18.308187,87.583354,4,No,Yes,Yes,Yes,Yes,206471,2017,MMRC,Yes,5.66,39.0,2.51,1.32,1.08,12.09,Medium,No,East
MET000772,Park 63,Yellow Line,Karnataka,Bengaluru,Sector 2,18.646385,83.08335,3,No,No,Yes,Yes,No,132800,2025,BMRCL,Yes,3.02,26.75,0.5,4.48,0.35,12.85,Low,No,East
MET000773,Lake 3,Green Line,Tamil Nadu,Chennai,Sector 46,17.584979,81.08207,3,No,Yes,Yes,Yes,Yes,153592,2008,CMRL,Yes,7.5,36.17,7.73,4.69,4.04,0.54,High,No,North
MET000774,Central 20,Yellow Line,Karnataka,Bengaluru,Sector 53,12.288702,83.463512,6,Yes,No,Yes,Yes,Yes,88116,2011,BMRCL,Yes,1.9,11.15,0.83,1.32,3.0,8.04,Medium,No,West
MET000775,Park 23,Red Line,Karnataka,Bengaluru,Sector 13,26.044436,74.897074,3,Yes,No,Yes,Yes,No,244803,2010,BMRCL,Yes,4.85,6.38,0.98,4.29,2.03,13.9,Medium,No,East
MET000776,Park 52,Orange Line,Telangana,Hyderabad,Sector 66,17.153164,81.651987,2,Yes,Yes,Yes,Yes,Yes,202558,2024,HMRL,Yes,1.29,38.05,4.41,4.13,4.41,19.31,Medium,No,West
MET000777,City 5,Yellow Line,Maharashtra,Mumbai,Sector 63,25.11437,80.333089,5,Yes,No,Yes,Yes,Yes,219556,2003,MMRC,Yes,9.85,17.33,7.8,0.7,4.33,5.33,High,No,West
MET000778,Central 8,Pink Line,Maharashtra,Mumbai,Sector 15,21.833865,77.640536,6,No,No,Yes,Yes,Yes,105832,2013,MMRC,Yes,3.4,11.24,2.38,4.64,0.98,14.61,Low,No,Central
MET000779,Park 27,Green Line,Tamil Nadu,Chennai,Sector 36,23.079101,75.922183,5,Yes,Yes,Yes,Yes,No,81648,2003,CMRL,Yes,0.21,9.5,1.01,1.61,1.86,10.97,High,No,South
MET000780,Park 38,Orange Line,Tamil Nadu,Chennai,Sector 54,9.363442,77.682938,4,No,No,Yes,Yes,No,115157,2005,CMRL,Yes,1.28,29.97,1.44,1.86,2.25,1.71,High,No,East
MET000781,Lake 44,Green Line,Karnataka,Bengaluru,Sector 62,9.673928,72.418957,3,No,Yes,Yes,Yes,Yes,122399,2002,BMRCL,Yes,5.23,31.44,3.68,0.75,0.25,9.53,Medium,Yes,Central
MET000782,City 70,Red Line,Delhi,New Delhi,Sector 24,16.203953,85.533374,4,No,Yes,Yes,Yes,No,9222,2017,DMRC,Yes,8.48,34.05,7.96,2.76,4.18,1.28,Low,Yes,East
MET000783,Central 83,Pink Line,Karnataka,Bengaluru,Sector 59,24.194732,79.77737,5,No,No,Yes,Yes,Yes,226938,2025,BMRCL,Yes,1.34,5.86,3.2,1.27,2.67,4.63,Medium,Yes,West
MET000784,Sector 4,Orange Line,Tamil Nadu,Chennai,Sector 22,15.557414,77.786839,6,No,No,Yes,Yes,Yes,245185,2006,CMRL,Yes,5.71,28.99,0.42,3.81,2.28,9.8,Low,Yes,East
MET000785,Lake 62,Pink Line,Tamil Nadu,Chennai,Sector 13,15.736891,85.947859,2,Yes,Yes,Yes,Yes,Yes,235959,2006,CMRL,Yes,5.68,38.6,6.79,3.12,2.16,17.54,High,No,West
MET000786,Park 26,Pink Line,Karnataka,Bengaluru,Sector 71,21.365968,78.098226,3,No,No,Yes,Yes,Yes,162925,2017,BMRCL,Yes,6.56,25.68,0.17,4.6,1.91,1.64,Medium,Yes,South
MET000787,Market 42,Purple Line,Maharashtra,Mumbai,Sector 10,12.2648,80.880388,2,Yes,Yes,Yes,Yes,No,173352,2021,MMRC,Yes,8.46,7.83,6.18,2.95,1.07,3.94,Medium,Yes,West
MET000788,Lake 79,Yellow Line,Delhi,New Delhi,Sector 49,13.406635,74.696425,6,Yes,Yes,Yes,Yes,Yes,84395,2015,DMRC,Yes,6.49,5.69,6.67,0.13,3.6,8.54,Medium,No,Central
MET000789,City 16,Blue Line,Tamil Nadu,Chennai,Sector 70,23.494958,85.705855,6,Yes,Yes,Yes,Yes,Yes,89515,2013,CMRL,Yes,9.77,16.79,6.84,3.8,2.73,16.38,Medium,Yes,East
MET000790,Sector 12,Blue Line,Delhi,New Delhi,Sector 2,20.763414,86.43919,6,Yes,Yes,Yes,Yes,No,102799,2014,DMRC,Yes,5.09,29.19,2.92,3.32,0.58,15.57,Medium,No,East
MET000791,Park 85,Yellow Line,Maharashtra,Mumbai,Sector 13,9.818767,75.477618,4,Yes,Yes,Yes,Yes,Yes,137100,2003,MMRC,Yes,8.29,19.75,3.64,4.17,4.45,8.27,High,No,Central
MET000792,Central 51,Yellow Line,Delhi,New Delhi,Sector 62,21.844512,76.856788,6,Yes,Yes,Yes,Yes,Yes,208944,2024,DMRC,Yes,3.31,6.75,6.63,4.9,2.33,4.97,High,Yes,North
MET000793,Lake 47,Red Line,Maharashtra,Mumbai,Sector 72,29.111058,81.886692,2,Yes,No,Yes,Yes,No,108379,2020,MMRC,Yes,1.61,22.69,1.74,2.18,0.7,18.6,High,No,West
MET000794,Sector 55,Orange Line,Maharashtra,Mumbai,Sector 41,17.274439,80.074506,3,Yes,No,Yes,Yes,No,218763,2025,MMRC,Yes,7.16,11.56,7.85,3.64,3.72,2.81,Low,Yes,East
MET000795,Central 43,Green Line,Telangana,Hyderabad,Sector 76,15.425037,75.100631,4,Yes,Yes,Yes,Yes,Yes,110655,2019,HMRL,Yes,8.01,39.33,2.99,3.31,1.64,14.44,High,No,West
MET000796,Park 72,Purple Line,Maharashtra,Mumbai,Sector 55,11.324069,80.664785,4,No,Yes,Yes,Yes,No,194898,2002,MMRC,Yes,1.64,36.73,2.7,1.22,0.68,14.49,Medium,No,North
MET000797,Lake 20,Green Line,Telangana,Hyderabad,Sector 69,18.611627,73.487229,4,Yes,No,Yes,Yes,No,242929,2002,HMRL,Yes,9.83,37.98,3.89,4.3,1.53,8.59,Low,No,East
MET000798,City 67,Red Line,Delhi,New Delhi,Sector 48,15.495779,79.966227,2,No,No,Yes,Yes,No,64639,2015,DMRC,Yes,3.42,25.26,7.76,1.49,1.75,3.69,Low,Yes,West
MET000799,Park 91,Green Line,Maharashtra,Mumbai,Sector 70,10.204943,87.784481,6,No,No,Yes,Yes,No,158441,2011,MMRC,Yes,2.83,26.79,4.08,4.41,0.83,10.17,Low,Yes,East
MET000800,Sector 42,Red Line,Maharashtra,Mumbai,Sector 25,8.010108,82.712942,4,Yes,Yes,Yes,Yes,Yes,186837,2004,MMRC,Yes,4.82,7.35,3.42,0.18,4.76,3.19,High,No,Central
MET000801,Park 57,Red Line,Delhi,New Delhi,Sector 63,27.65429,79.576509,4,No,No,Yes,Yes,No,109288,2003,DMRC,Yes,2.17,13.94,2.85,0.38,4.59,14.45,Low,Yes,North
MET000802,Market 30,Red Line,Maharashtra,Mumbai,Sector 25,11.725034,77.135909,4,No,No,Yes,Yes,No,168169,2014,MMRC,Yes,4.79,26.95,3.86,2.39,0.43,2.14,Medium,No,North
MET000803,City 73,Green Line,Maharashtra,Mumbai,Sector 43,20.549604,81.406541,6,No,No,Yes,Yes,Yes,226102,2024,MMRC,Yes,6.55,15.82,6.15,3.03,2.46,13.98,Low,No,West
MET000804,Central 83,Pink Line,Maharashtra,Mumbai,Sector 22,27.82784,83.566735,5,Yes,No,Yes,Yes,No,77763,2012,MMRC,Yes,2.6,23.65,0.84,2.57,1.14,2.6,High,No,South
MET000805,Sector 92,Yellow Line,Tamil Nadu,Chennai,Sector 3,12.978161,73.797797,4,Yes,Yes,Yes,Yes,Yes,104376,2017,CMRL,Yes,2.69,19.22,6.76,4.71,2.76,10.92,High,Yes,East
MET000806,Lake 11,Orange Line,Tamil Nadu,Chennai,Sector 9,26.019997,87.715212,3,No,Yes,Yes,Yes,No,6327,2020,CMRL,Yes,9.64,25.37,5.33,2.4,3.51,3.28,Medium,No,West
MET000807,Sector 19,Blue Line,Karnataka,Bengaluru,Sector 29,16.911037,85.322816,4,No,No,Yes,Yes,Yes,158442,2023,BMRCL,Yes,3.09,20.51,3.43,2.94,3.81,19.03,Medium,Yes,East
MET000808,Park 73,Orange Line,Delhi,New Delhi,Sector 7,29.964592,81.750328,5,Yes,Yes,Yes,Yes,No,58789,2002,DMRC,Yes,7.38,9.0,7.0,0.73,3.63,19.01,High,Yes,East
MET000809,Park 3,Purple Line,Telangana,Hyderabad,Sector 74,17.655949,74.238987,5,Yes,No,Yes,Yes,No,84510,2016,HMRL,Yes,2.45,14.06,6.34,4.6,0.22,11.05,Low,No,North
MET000810,Lake 18,Purple Line,Karnataka,Bengaluru,Sector 40,9.111969,80.763525,2,No,No,Yes,Yes,Yes,48325,2004,BMRCL,Yes,2.6,33.53,7.11,1.56,4.81,15.26,Medium,Yes,North
MET000811,Lake 30,Blue Line,Tamil Nadu,Chennai,Sector 9,22.613923,79.748682,4,No,No,Yes,Yes,Yes,6188,2004,CMRL,Yes,1.8,7.41,1.29,2.11,0.96,11.03,High,No,East
MET000812,Sector 37,Purple Line,Karnataka,Bengaluru,Sector 78,26.46307,84.293009,2,Yes,No,Yes,Yes,Yes,165356,2002,BMRCL,Yes,5.29,5.51,1.94,2.99,3.41,15.26,Medium,No,South
MET000813,Park 70,Purple Line,Telangana,Hyderabad,Sector 59,27.526525,87.951657,5,No,No,Yes,Yes,Yes,131498,2023,HMRL,Yes,9.72,27.94,7.01,0.64,2.96,2.7,Low,No,North
MET000814,City 2,Orange Line,Tamil Nadu,Chennai,Sector 56,27.466572,77.264354,3,No,Yes,Yes,Yes,Yes,79706,2007,CMRL,Yes,6.29,13.24,3.58,1.12,1.57,8.66,Low,No,North
MET000815,Park 99,Purple Line,Tamil Nadu,Chennai,Sector 30,13.025717,78.499743,3,No,Yes,Yes,Yes,Yes,47305,2022,CMRL,Yes,0.76,8.96,5.05,1.48,1.89,15.24,High,No,South
MET000816,Lake 96,Blue Line,Tamil Nadu,Chennai,Sector 7,23.653034,81.026109,5,No,Yes,Yes,Yes,Yes,175819,2016,CMRL,Yes,6.73,13.59,5.48,2.7,2.23,19.18,Medium,Yes,Central
MET000817,City 66,Pink Line,Maharashtra,Mumbai,Sector 51,23.644322,87.339207,4,Yes,Yes,Yes,Yes,Yes,112967,2017,MMRC,Yes,1.59,11.43,3.76,3.97,0.27,0.75,Low,Yes,West
MET000818,Sector 36,Yellow Line,Telangana,Hyderabad,Sector 59,14.634374,80.896041,2,Yes,Yes,Yes,Yes,Yes,201319,2014,HMRL,Yes,5.91,31.1,0.4,3.84,1.06,4.79,Low,No,East
MET000819,Central 13,Orange Line,Maharashtra,Mumbai,Sector 46,20.989585,74.98341,5,No,No,Yes,Yes,Yes,34106,2024,MMRC,Yes,5.07,23.8,6.84,4.4,1.4,12.68,High,No,Central
MET000820,Park 51,Green Line,Tamil Nadu,Chennai,Sector 49,12.182705,75.192157,6,Yes,No,Yes,Yes,No,205496,2021,CMRL,Yes,0.4,10.26,6.65,0.16,1.99,0.73,High,Yes,South
MET000821,Market 39,Yellow Line,Delhi,New Delhi,Sector 10,10.433447,74.110399,2,Yes,Yes,Yes,Yes,Yes,76871,2009,DMRC,Yes,2.53,13.92,0.8,3.25,3.43,18.94,High,No,North
MET000822,Lake 8,Yellow Line,Karnataka,Bengaluru,Sector 44,17.49152,86.565657,4,No,No,Yes,Yes,Yes,178138,2005,BMRCL,Yes,8.21,12.7,2.34,0.83,4.41,10.89,Low,Yes,West
MET000823,Central 98,Orange Line,Telangana,Hyderabad,Sector 64,26.804311,85.928032,5,No,No,Yes,Yes,No,114589,2022,HMRL,Yes,8.32,16.14,0.97,0.32,1.04,7.53,Low,No,South
MET000824,Market 16,Red Line,Tamil Nadu,Chennai,Sector 20,23.000365,80.907445,3,Yes,No,Yes,Yes,Yes,29619,2006,CMRL,Yes,9.91,22.05,7.57,1.5,3.83,2.83,Medium,No,South
MET000825,Lake 37,Purple Line,Karnataka,Bengaluru,Sector 23,13.614506,78.409764,3,Yes,No,Yes,Yes,No,55172,2010,BMRCL,Yes,2.31,25.14,7.77,3.74,0.94,14.46,High,Yes,South
MET000826,City 74,Purple Line,Telangana,Hyderabad,Sector 36,29.799726,87.06644,3,No,Yes,Yes,Yes,No,22306,2021,HMRL,Yes,4.96,5.48,4.69,2.82,2.86,4.19,Low,Yes,North
MET000827,Park 38,Blue Line,Delhi,New Delhi,Sector 74,13.338097,72.690889,2,Yes,No,Yes,Yes,Yes,166789,2022,DMRC,Yes,7.44,15.41,0.92,3.91,4.33,7.84,Low,Yes,Central
MET000828,Market 16,Orange Line,Tamil Nadu,Chennai,Sector 13,14.76249,77.139162,3,Yes,Yes,Yes,Yes,Yes,167510,2003,CMRL,Yes,6.11,10.66,0.44,4.54,2.45,1.79,Low,No,Central
MET000829,Lake 91,Green Line,Delhi,New Delhi,Sector 30,10.30871,83.346058,3,Yes,No,Yes,Yes,No,20137,2004,DMRC,Yes,0.23,37.02,1.98,2.22,0.97,5.11,High,No,East
MET000830,Central 83,Green Line,Karnataka,Bengaluru,Sector 68,16.997147,84.72186,4,Yes,No,Yes,Yes,Yes,18933,2003,BMRCL,Yes,1.55,38.23,2.56,1.27,4.37,3.72,High,No,West
MET000831,City 34,Blue Line,Delhi,New Delhi,Sector 42,8.223925,86.263603,4,Yes,No,Yes,Yes,No,183696,2015,DMRC,Yes,2.1,8.23,3.94,1.82,3.19,15.09,Low,Yes,East
MET000832,Lake 16,Orange Line,Delhi,New Delhi,Sector 19,26.732481,85.348758,4,No,No,Yes,Yes,No,94232,2003,DMRC,Yes,4.63,33.78,1.2,2.96,1.62,8.75,High,Yes,Central
MET000833,Sector 29,Green Line,Telangana,Hyderabad,Sector 47,25.93489,76.221815,6,Yes,Yes,Yes,Yes,No,240983,2017,HMRL,Yes,6.81,39.27,2.42,0.71,1.81,19.36,Medium,No,West
MET000834,City 96,Orange Line,Telangana,Hyderabad,Sector 74,10.064605,79.564568,3,Yes,No,Yes,Yes,Yes,153741,2006,HMRL,Yes,8.41,13.99,3.97,1.87,2.99,11.8,Low,Yes,Central
MET000835,City 92,Yellow Line,Maharashtra,Mumbai,Sector 22,13.893528,86.743052,4,Yes,Yes,Yes,Yes,Yes,194246,2023,MMRC,Yes,9.42,6.4,6.18,0.35,2.29,16.54,Low,No,North
MET000836,Lake 9,Red Line,Telangana,Hyderabad,Sector 61,20.068644,82.308691,3,Yes,No,Yes,Yes,Yes,45496,2008,HMRL,Yes,0.81,16.49,6.06,3.63,1.93,3.21,Low,Yes,North
MET000837,Sector 94,Purple Line,Telangana,Hyderabad,Sector 72,16.979184,85.526367,3,No,No,Yes,Yes,No,219572,2017,HMRL,Yes,8.28,8.15,6.48,2.52,0.19,5.64,Low,No,East
MET000838,Park 29,Purple Line,Telangana,Hyderabad,Sector 69,17.994859,83.249364,4,No,Yes,Yes,Yes,No,165570,2015,HMRL,Yes,8.62,30.65,1.14,4.42,0.45,7.83,Medium,Yes,West
MET000839,City 30,Red Line,Karnataka,Bengaluru,Sector 31,19.217123,84.605065,6,No,Yes,Yes,Yes,Yes,203823,2009,BMRCL,Yes,3.13,21.26,2.75,4.15,3.16,7.56,High,Yes,West
MET000840,City 54,Yellow Line,Telangana,Hyderabad,Sector 71,26.939297,76.124968,5,Yes,Yes,Yes,Yes,No,135166,2022,HMRL,Yes,4.48,33.25,1.7,0.5,2.77,17.45,High,Yes,West
MET000841,City 1,Blue Line,Telangana,Hyderabad,Sector 15,12.383935,72.417012,4,Yes,No,Yes,Yes,Yes,216152,2019,HMRL,Yes,9.74,36.37,3.25,2.98,4.7,8.41,Low,Yes,East
MET000842,Sector 19,Pink Line,Telangana,Hyderabad,Sector 71,27.918769,76.353239,5,Yes,Yes,Yes,Yes,Yes,248020,2002,HMRL,Yes,1.0,12.52,4.1,1.4,2.12,2.19,Medium,No,North
MET000843,Market 50,Green Line,Delhi,New Delhi,Sector 57,28.70136,79.728358,2,Yes,Yes,Yes,Yes,No,222731,2022,DMRC,Yes,3.86,19.26,2.03,2.49,0.53,16.73,High,Yes,South
MET000844,City 75,Yellow Line,Telangana,Hyderabad,Sector 53,15.050144,77.380254,5,Yes,Yes,Yes,Yes,No,79754,2004,HMRL,Yes,2.2,13.59,0.84,1.77,2.2,18.01,Low,No,East
MET000845,Lake 41,Pink Line,Telangana,Hyderabad,Sector 3,23.623274,81.346459,6,Yes,No,Yes,Yes,No,120885,2020,HMRL,Yes,0.72,5.36,6.99,2.05,1.44,1.25,Medium,Yes,Central
MET000846,Central 18,Purple Line,Delhi,New Delhi,Sector 3,29.142241,78.561678,5,Yes,Yes,Yes,Yes,No,136365,2006,DMRC,Yes,2.14,32.01,3.44,1.67,2.13,10.59,Medium,Yes,South
MET000847,Lake 69,Green Line,Maharashtra,Mumbai,Sector 50,17.426096,79.524208,5,Yes,No,Yes,Yes,No,65096,2004,MMRC,Yes,1.74,11.45,1.3,4.95,1.99,3.54,Low,No,West
MET000848,Lake 65,Blue Line,Tamil Nadu,Chennai,Sector 53,15.569821,81.068639,6,No,No,Yes,Yes,No,190970,2010,CMRL,Yes,7.97,26.93,5.11,0.87,3.88,14.45,Low,No,East
MET000849,Sector 32,Orange Line,Delhi,New Delhi,Sector 50,21.592292,78.126875,4,No,No,Yes,Yes,No,165787,2011,DMRC,Yes,8.24,19.49,4.95,3.69,2.2,18.85,High,Yes,Central
MET000850,Central 48,Orange Line,Telangana,Hyderabad,Sector 40,14.55339,86.943619,6,No,No,Yes,Yes,Yes,199439,2012,HMRL,Yes,7.78,27.3,1.91,2.43,4.77,18.24,Medium,Yes,North
MET000851,City 14,Purple Line,Maharashtra,Mumbai,Sector 11,26.97397,77.911702,3,No,No,Yes,Yes,No,39663,2009,MMRC,Yes,5.18,32.19,6.65,3.75,0.38,18.45,High,Yes,East
MET000852,City 24,Orange Line,Karnataka,Bengaluru,Sector 70,16.079194,84.449672,2,Yes,Yes,Yes,Yes,No,154087,2024,BMRCL,Yes,0.67,28.72,3.51,0.34,4.39,4.86,Low,Yes,Central
MET000853,City 16,Orange Line,Tamil Nadu,Chennai,Sector 48,19.721622,74.82521,2,Yes,No,Yes,Yes,Yes,171168,2021,CMRL,Yes,1.0,29.79,4.69,0.39,3.71,19.99,Low,Yes,North
MET000854,Sector 31,Orange Line,Tamil Nadu,Chennai,Sector 41,23.965358,80.522845,2,No,No,Yes,Yes,Yes,15612,2022,CMRL,Yes,9.09,38.63,7.49,2.6,1.5,17.1,Low,Yes,Central
MET000855,Central 1,Blue Line,Delhi,New Delhi,Sector 69,28.946749,78.095197,4,Yes,No,Yes,Yes,No,83869,2005,DMRC,Yes,4.69,20.61,6.07,2.99,0.59,15.2,Low,No,North
MET000856,Market 72,Orange Line,Tamil Nadu,Chennai,Sector 22,21.500097,77.533085,2,Yes,Yes,Yes,Yes,No,72692,2012,CMRL,Yes,8.36,19.18,1.19,4.4,4.04,18.17,Medium,No,West
MET000857,Market 67,Blue Line,Karnataka,Bengaluru,Sector 18,12.185293,82.275593,5,Yes,No,Yes,Yes,Yes,229317,2008,BMRCL,Yes,2.45,18.5,3.98,3.21,0.84,11.53,Low,No,North
MET000858,Central 64,Orange Line,Delhi,New Delhi,Sector 54,22.87717,81.035985,2,Yes,Yes,Yes,Yes,No,145545,2003,DMRC,Yes,6.01,36.67,4.62,3.45,0.63,18.14,Medium,No,North
MET000859,Market 75,Yellow Line,Telangana,Hyderabad,Sector 8,15.456964,73.580267,2,Yes,Yes,Yes,Yes,No,139400,2022,HMRL,Yes,1.08,18.49,7.08,0.49,4.33,7.45,Low,No,North
MET000860,Park 34,Blue Line,Telangana,Hyderabad,Sector 43,11.566243,84.339996,6,No,No,Yes,Yes,Yes,80481,2012,HMRL,Yes,5.86,33.75,1.85,2.34,2.51,7.33,Low,No,Central
MET000861,Lake 77,Yellow Line,Maharashtra,Mumbai,Sector 9,20.744981,85.751459,3,No,No,Yes,Yes,No,180132,2007,MMRC,Yes,4.92,23.42,2.07,2.15,3.6,6.47,High,No,South
MET000862,Market 72,Blue Line,Tamil Nadu,Chennai,Sector 22,8.229215,86.54341,5,No,Yes,Yes,Yes,No,103356,2024,CMRL,Yes,2.18,38.83,3.24,3.81,1.59,10.58,High,No,North
MET000863,Market 17,Purple Line,Karnataka,Bengaluru,Sector 75,14.560187,76.663258,5,Yes,No,Yes,Yes,Yes,40961,2005,BMRCL,Yes,7.51,26.7,6.28,1.73,3.34,17.42,Low,No,Central
MET000864,Central 10,Green Line,Telangana,Hyderabad,Sector 25,10.431216,75.957368,4,No,Yes,Yes,Yes,No,27206,2007,HMRL,Yes,3.13,33.41,5.23,4.96,2.91,17.08,Medium,Yes,Central
MET000865,Central 72,Pink Line,Karnataka,Bengaluru,Sector 71,8.16904,85.549798,4,Yes,Yes,Yes,Yes,No,178433,2015,BMRCL,Yes,7.32,20.24,4.7,4.61,3.65,18.26,Medium,No,North
MET000866,Sector 75,Green Line,Telangana,Hyderabad,Sector 51,15.394071,82.020244,3,Yes,Yes,Yes,Yes,No,133139,2025,HMRL,Yes,8.36,18.9,6.81,1.02,2.51,12.05,Low,Yes,Central
